lat,lon
0,0
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7896239,-73.9598939
40.72982535,-73.96075198
40.7127281,-74.0060152
40.6501038,-73.9495823
40.74123595,-73.35669117
40.7127281,-74.0060152
0,0
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7644002,-73.998863
0,0
40.7127281,-74.0060152
0,0
40.7524472,-73.9646461
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7602435,-74.0028752
40.7127281,-74.0060152
40.7524472,-73.9646461
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.6524927,-73.79142142
0,0
40.7415237,-73.9571276
40.7896239,-73.9598939
0,0
0,0
40.7896239,-73.9598939
40.7127281,-74.0060152
0,0
40.7607161,-73.9669623
40.7607161,-73.9669623
40.7127281,-74.0060152
0,0
0,0
40.7493074,-73.9794185
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7644002,-73.998863
40.7127281,-74.0060152
40.7493074,-73.9794185
0,0
40.85048545,-73.84040356
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
0,0
40.7644002,-73.998863
0,0
40.6501038,-73.9495823
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7493074,-73.9794185
0,0
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.75895946,-73.97957188
0,0
0,0
0,0
40.74123595,-73.35669117
0,0
0,0
0,0
40.7555755,-73.97503
40.7524472,-73.9646461
40.7127281,-74.0060152
0,0
40.7392225,-73.97336
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7896239,-73.9598939
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.72982535,-73.96075198
0,0
40.7392225,-73.97336
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7524472,-73.9646461
40.7127281,-74.0060152
40.7127281,-74.0060152
40.75033067,-73.99189825
0,0
40.74123595,-73.35669117
40.7524472,-73.9646461
40.7127281,-74.0060152
40.7524472,-73.9646461
0,0
40.7127281,-74.0060152
0,0
40.7896239,-73.9598939
0,0
40.7127281,-74.0060152
40.74123595,-73.35669117
40.74123595,-73.35669117
40.7127281,-74.0060152
0,0
40.7524472,-73.9646461
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.74123595,-73.35669117
40.74123595,-73.35669117
40.74123595,-73.35669117
40.75134705,-73.975136
0,0
40.7127281,-74.0060152
40.7602435,-74.0028752
40.74123595,-73.35669117
40.74123595,-73.35669117
40.7493074,-73.9794185
0,0
40.7127281,-74.0060152
0,0
0,0
40.74123595,-73.35669117
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
0,0
0,0
0,0
40.74123595,-73.35669117
0,0
40.7127281,-74.0060152
40.75895946,-73.97957188
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
40.74123595,-73.35669117
40.7555755,-73.97503
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7524472,-73.9646461
0,0
40.7524472,-73.9646461
40.7493074,-73.9794185
40.77360853,-73.9565075
40.7896239,-73.9598939
40.6501038,-73.9495823
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7493074,-73.9794185
0,0
40.7607161,-73.9669623
40.78627241,-73.97560269
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7896239,-73.9598939
40.7392225,-73.97336
40.6501038,-73.9495823
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7896239,-73.9598939
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.754603,-73.9756765
40.7127281,-74.0060152
40.7392225,-73.97336
40.7555755,-73.97503
40.7127281,-74.0060152
40.6501038,-73.9495823
40.74842826,-73.98550419
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
0,0
40.6501038,-73.9495823
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.72982535,-73.96075198
0,0
0,0
0,0
40.7555755,-73.97503
40.7127281,-74.0060152
40.7127281,-74.0060152
40.6501038,-73.9495823
0,0
40.7127281,-74.0060152
0,0
40.7896239,-73.9598939
40.7127281,-74.0060152
40.7644002,-73.998863
40.7415237,-73.9571276
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
0,0
40.7644002,-73.998863
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152
40.75134705,-73.975136
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
0,0
40.85048545,-73.84040356
40.6524927,-73.79142142
40.6501038,-73.9495823
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7415237,-73.9571276
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7602435,-74.0028752
0,0
40.7127281,-74.0060152
0,0
0,0
0,0
40.74123595,-73.35669117
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7695457,-74.0204177
40.7392225,-73.97336
40.7127281,-74.0060152
40.95549432,-73.88161358
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7602435,-74.0028752
40.8164458,-74.2210643
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7607161,-73.9669623
40.7127281,-74.0060152
40.6524927,-73.79142142
40.85048545,-73.84040356
40.7415237,-73.9571276
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7978787,-73.6995749
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7896239,-73.9598939
40.7493074,-73.9794185
40.7706572,-73.7176312
40.7127281,-74.0060152
40.7470463,-73.7115199
0,0
0,0
40.8578772,-74.4259866
40.7493074,-73.9794185
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
0,0
40.7644002,-73.998863
40.7127281,-74.0060152
40.7602435,-74.0028752
40.7127281,-74.0060152
40.6524927,-73.79142142
40.7127281,-74.0060152
0,0
40.8509333,-73.9701382
40.72982535,-73.96075198
40.74123595,-73.35669117
0,0
40.6524927,-73.79142142
40.7899291,-74.0566735
40.7281575,-74.0776417
40.7524472,-73.9646461
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7607161,-73.9669623
0,0
40.7127281,-74.0060152
40.7392225,-73.97336
40.7524472,-73.9646461
40.75513875,-73.9759335
0,0
0,0
0,0
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7555755,-73.97503
40.7127281,-74.0060152
40.7644002,-73.998863
40.74123595,-73.35669117
40.6501038,-73.9495823
0,0
40.7555755,-73.97503
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7607161,-73.9669623
40.7644002,-73.998863
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7602435,-74.0028752
0,0
0,0
40.75921986,-73.97783588
40.7127281,-74.0060152
0,0
40.72982535,-73.96075198
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
0,0
40.8157775,-73.951554
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7644002,-73.998863
40.74842826,-73.98550419
40.7127281,-74.0060152
40.6524927,-73.79142142
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
0,0
40.72982535,-73.96075198
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
0,0
40.75895946,-73.97957188
40.7644002,-73.998863
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7493074,-73.9794185
40.85048545,-73.84040356
40.7127281,-74.0060152
40.7607161,-73.9669623
40.7127281,-74.0060152
0,0
40.7607161,-73.9669623
40.7127281,-74.0060152
0,0
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7607161,-73.9669623
40.77851305,-73.98193709
40.72982535,-73.96075198
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7579089,-73.9854044
0,0
40.7607161,-73.9669623
40.7127281,-74.0060152
40.7127281,-74.0060152
40.8058,-73.967835
40.7127281,-74.0060152
40.7607161,-73.9669623
40.7555755,-73.97503
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7546485,-73.974771
40.74123595,-73.35669117
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7579089,-73.9854044
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7524472,-73.9646461
40.7127281,-74.0060152
40.7127281,-74.0060152
40.6524927,-73.79142142
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7607161,-73.9669623
40.7607161,-73.9669623
40.6501038,-73.9495823
40.6501038,-73.9495823
0,0
40.7524472,-73.9646461
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.6524927,-73.79142142
40.72982535,-73.96075198
40.77851305,-73.98193709
40.7127281,-74.0060152
40.7896239,-73.9598939
40.7644002,-73.998863
40.7607161,-73.9669623
0,0
40.6524927,-73.79142142
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7579089,-73.9854044
40.7896239,-73.9598939
40.75033067,-73.99189825
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7602435,-74.0028752
40.7127281,-74.0060152
40.7392225,-73.97336
0,0
40.7127281,-74.0060152
40.7607161,-73.9669623
40.74123595,-73.35669117
0,0
0,0
40.7127281,-74.0060152
40.7644002,-73.998863
40.7127281,-74.0060152
40.6524927,-73.79142142
40.7644002,-73.998863
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7607161,-73.9669623
40.75895946,-73.97957188
40.7644002,-73.998863
0,0
40.75895946,-73.97957188
0,0
40.7896239,-73.9598939
40.7592545,-73.9798434
40.7127281,-74.0060152
0,0
0,0
40.7607161,-73.9669623
40.7607161,-73.9669623
40.7127281,-74.0060152
40.7607161,-73.9669623
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
0,0
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7607161,-73.9669623
40.7415237,-73.9571276
40.7127281,-74.0060152
40.7555755,-73.97503
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7415237,-73.9571276
0,0
40.7524472,-73.9646461
0,0
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7644002,-73.998863
40.7127281,-74.0060152
40.6501038,-73.9495823
40.74123595,-73.35669117
40.7607161,-73.9669623
40.7127281,-74.0060152
0,0
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7607161,-73.9669623
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7644002,-73.998863
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7546485,-73.974771
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7602435,-74.0028752
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7524472,-73.9646461
40.7127281,-74.0060152
40.7607161,-73.9669623
40.74123595,-73.35669117
40.6501038,-73.9495823
40.7644002,-73.998863
40.7607161,-73.9669623
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7415237,-73.9571276
40.7127281,-74.0060152
40.7896239,-73.9598939
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.72982535,-73.96075198
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.6501038,-73.9495823
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
0,0
0,0
40.7602435,-74.0028752
40.7896239,-73.9598939
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
0,0
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7896239,-73.9598939
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7546485,-73.974771
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7493074,-73.9794185
40.7392225,-73.97336
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
0,0
40.7127281,-74.0060152
40.72982535,-73.96075198
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74842826,-73.98550419
40.7602435,-74.0028752
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7602435,-74.0028752
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7644002,-73.998863
40.7555755,-73.97503
40.7896239,-73.9598939
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
0,0
0,0
40.77851305,-73.98193709
40.7127281,-74.0060152
40.7392225,-73.97336
40.72982535,-73.96075198
0,0
40.72982535,-73.96075198
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7607161,-73.9669623
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.74123595,-73.35669117
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7579089,-73.9854044
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.72982535,-73.96075198
0,0
40.7607161,-73.9669623
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7607161,-73.9669623
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
0,0
40.7644002,-73.998863
40.74123595,-73.35669117
0,0
40.7524472,-73.9646461
0,0
0,0
40.7644002,-73.998863
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7644002,-73.998863
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7644002,-73.998863
40.7127281,-74.0060152
40.7644002,-73.998863
40.7127281,-74.0060152
40.6501038,-73.9495823
40.7127281,-74.0060152
40.7896239,-73.9598939
40.6524927,-73.79142142
0,0
0,0
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
0,0
0,0
0,0
40.7127281,-74.0060152
40.74123595,-73.35669117
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7524472,-73.9646461
40.74123595,-73.35669117
40.7127281,-74.0060152
0,0
40.7579089,-73.9854044
40.7127281,-74.0060152
40.7524472,-73.9646461
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7644002,-73.998863
0,0
40.72982535,-73.96075198
40.7978787,-73.6995749
40.9115386,-73.7826363
40.7896239,-73.9598939
0,0
0,0
40.754603,-73.9756765
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7415237,-73.9571276
0,0
40.7127281,-74.0060152
0,0
0,0
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
0,0
0,0
0,0
40.7415237,-73.9571276
0,0
40.6501038,-73.9495823
0,0
40.7524472,-73.9646461
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.6501038,-73.9495823
0,0
0,0
40.7602435,-74.0028752
40.7579089,-73.9854044
0,0
40.7127281,-74.0060152
40.72982535,-73.96075198
40.7602435,-74.0028752
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7579089,-73.9854044
40.7127281,-74.0060152
40.72982535,-73.96075198
40.7127281,-74.0060152
40.72982535,-73.96075198
40.7127281,-74.0060152
40.72982535,-73.96075198
40.7896239,-73.9598939
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.6501038,-73.9495823
40.7493074,-73.9794185
40.7493074,-73.9794185
40.7127281,-74.0060152
0,0
40.72982535,-73.96075198
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7493074,-73.9794185
40.7127281,-74.0060152
40.7127281,-74.0060152
40.72982535,-73.96075198
40.7127281,-74.0060152
40.7524472,-73.9646461
0,0
40.7127281,-74.0060152
0,0
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7524472,-73.9646461
40.7524472,-73.9646461
40.7644002,-73.998863
40.74123595,-73.35669117
0,0
40.7524472,-73.9646461
40.85048545,-73.84040356
0,0
40.7127281,-74.0060152
40.6501038,-73.9495823
40.6501038,-73.9495823
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7607161,-73.9669623
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7644002,-73.998863
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7392225,-73.97336
40.7127281,-74.0060152
40.6914852,-73.8056771
40.6524927,-73.79142142
40.7810178,-73.95929968
40.7127281,-74.0060152
40.6914852,-73.8056771
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.6914852,-73.8056771
40.7127281,-74.0060152
40.7896239,-73.9598939
40.74123595,-73.35669117
40.7896239,-73.9598939
40.74123595,-73.35669117
40.74123595,-73.35669117
40.7896239,-73.9598939
0,0
0,0
40.7607161,-73.9669623
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7524472,-73.9646461
0,0
40.7127281,-74.0060152
40.7644002,-73.998863
40.74123595,-73.35669117
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7896239,-73.9598939
40.7602435,-74.0028752
40.7579089,-73.9854044
40.7127281,-74.0060152
40.7579089,-73.9854044
40.735657,-74.1723667
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.8088437,-73.9658566
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.6524927,-73.79142142
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
0,0
0,0
40.7592545,-73.9798434
0,0
0,0
40.7127281,-74.0060152
40.7579089,-73.9854044
40.7127281,-74.0060152
0,0
0,0
40.7127281,-74.0060152
40.72982535,-73.96075198
40.7579089,-73.9854044
40.7493074,-73.9794185
0,0
40.7127281,-74.0060152
40.7493074,-73.9794185
40.7493074,-73.9794185
40.75134705,-73.975136
40.7392225,-73.97336
40.72982535,-73.96075198
0,0
0,0
0,0
40.74123595,-73.35669117
0,0
0,0
0,0
0,0
40.72982535,-73.96075198
40.7579089,-73.9854044
40.7607965,-73.979648
40.7896239,-73.9598939
40.7127281,-74.0060152
40.7392225,-73.97336
40.7127281,-74.0060152
0,0
40.75134705,-73.975136
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.72293705,-73.86220652
40.7607965,-73.979648
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7607965,-73.979648
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7607965,-73.979648
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7607965,-73.979648
40.7579089,-73.9854044
40.7127281,-74.0060152
40.7607965,-73.979648
40.7127281,-74.0060152
40.7579089,-73.9854044
0,0
0,0
0,0
0,0
0,0
40.74123595,-73.35669117
41.0762077,-73.8587461
0,0
0,0
40.7578656,-73.9723107
0,0
40.7493074,-73.9794185
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7602435,-74.0028752
0,0
40.7590925,-73.97363825
40.7127281,-74.0060152
0,0
40.7493074,-73.9794185
40.74123595,-73.35669117
40.72982535,-73.96075198
40.7607161,-73.9669623
40.7415237,-73.9571276
40.7607161,-73.9669623
40.5773266,-74.2282005
40.7896239,-73.9598939
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.6501038,-73.9495823
0,0
40.7127281,-74.0060152
40.6501038,-73.9495823
0,0
0,0
40.7607161,-73.9669623
0,0
0,0
0,0
0,0
40.7127281,-74.0060152
40.7896239,-73.9598939
0,0
0,0
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7524472,-73.9646461
40.7127281,-74.0060152
40.7127281,-74.0060152
40.8859326,-74.0434736
40.7352157,-73.6883239
0,0
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.7415237,-73.9571276
0,0
40.7127281,-74.0060152
40.7607161,-73.9669623
40.6501038,-73.9495823
40.7415237,-73.9571276
0,0
40.7524472,-73.9646461
40.7644002,-73.998863
0,0
40.6501038,-73.9495823
0,0
0,0
40.7127281,-74.0060152
0,0
40.7127281,-74.0060152
40.74123595,-73.35669117
0,0
40.74123595,-73.35669117
40.75134705,-73.975136
40.7127281,-74.0060152
0,0
0,0
0,0
40.7607161,-73.9669623
40.7579089,-73.9854044
40.6501038,-73.9495823
40.7127281,-74.0060152
40.6501038,-73.9495823
40.7578656,-73.9723107
40.7127281,-74.0060152
40.6501038,-73.9495823
40.7578656,-73.9723107
0,0
40.6501038,-73.9495823
40.7127281,-74.0060152
0,0
40.6501038,-73.9495823
0,0
40.6524927,-73.79142142
40.85048545,-73.84040356
40.74123595,-73.35669117
40.6524927,-73.79142142
40.7607161,-73.9669623
40.7524472,-73.9646461
40.7524472,-73.9646461
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7644002,-73.998863
40.74123595,-73.35669117
0,0
0,0
40.7127281,-74.0060152
40.85048545,-73.84040356
40.7978787,-73.6995749
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152
0,0
0,0
40.7127281,-74.0060152
40.7590925,-73.97363825
0,0
0,0
40.7127281,-74.0060152
0,0
0,0
40.7127281,-74.0060152
40.7392225,-73.97336
40.7810178,-73.95929968
40.7127281,-74.0060152
40.7524472,-73.9646461
40.8157775,-73.951554
40.7127281,-74.0060152
40.7607161,-73.9669623
40.72982535,-73.96075198
0,0
41.0762077,-73.8587461
0,0
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152
40.7127281,-74.0060152
40.74123595,-73.35669117
40.7127281,-74.0060152