Id,Source,Target,Type,Weight,nodes,links
169,Spark,JavaScript,Directed,2,"opts.GraphNode(name=""JavaScript"",symbol_size=2),","opts.GraphLink(source=""Spark"", target=""JavaScript""),"
170,Spark,MySQL,Directed,4,"opts.GraphNode(name=""MySQL"",symbol_size=4),","opts.GraphLink(source=""Spark"", target=""MySQL""),"
171,Java,Python,Directed,74,"opts.GraphNode(name=""Python"",symbol_size=74),","opts.GraphLink(source=""Java"", target=""Python""),"
172,Java,SQL,Directed,76,"opts.GraphNode(name=""SQL"",symbol_size=76),","opts.GraphLink(source=""Java"", target=""SQL""),"
173,Java,Machine Learning,Directed,2,"opts.GraphNode(name=""Machine Learning"",symbol_size=2),","opts.GraphLink(source=""Java"", target=""Machine Learning""),"
174,Java,R,Directed,92,"opts.GraphNode(name=""R"",symbol_size=92),","opts.GraphLink(source=""Java"", target=""R""),"
175,Java,Hadoop,Directed,6,"opts.GraphNode(name=""Hadoop"",symbol_size=6),","opts.GraphLink(source=""Java"", target=""Hadoop""),"
176,Java,Spark,Directed,6,"opts.GraphNode(name=""Spark"",symbol_size=6),","opts.GraphLink(source=""Java"", target=""Spark""),"
177,Java,Java,Directed,100,"opts.GraphNode(name=""Java"",symbol_size=100),","opts.GraphLink(source=""Java"", target=""Java""),"
178,Java,Tableau,Directed,58,"opts.GraphNode(name=""Tableau"",symbol_size=58),","opts.GraphLink(source=""Java"", target=""Tableau""),"
179,Java,SAS,Directed,20,"opts.GraphNode(name=""SAS"",symbol_size=20),","opts.GraphLink(source=""Java"", target=""SAS""),"
180,Java,Big Data,Directed,10,"opts.GraphNode(name=""Big Data"",symbol_size=10),","opts.GraphLink(source=""Java"", target=""Big Data""),"
181,Java,AWS,Directed,8,"opts.GraphNode(name=""AWS"",symbol_size=8),","opts.GraphLink(source=""Java"", target=""AWS""),"
182,Java,Scala,Directed,6,"opts.GraphNode(name=""Scala"",symbol_size=6),","opts.GraphLink(source=""Java"", target=""Scala""),"
183,Java,NoSQL,Directed,2,"opts.GraphNode(name=""NoSQL"",symbol_size=2),","opts.GraphLink(source=""Java"", target=""NoSQL""),"
184,Java,C/C++,Directed,2,"opts.GraphNode(name=""C/C++"",symbol_size=2),","opts.GraphLink(source=""Java"", target=""C/C++""),"
185,Java,Oracle,Directed,24,"opts.GraphNode(name=""Oracle"",symbol_size=24),","opts.GraphLink(source=""Java"", target=""Oracle""),"
186,Java,Data Warehouse,Directed,6,"opts.GraphNode(name=""Data Warehouse"",symbol_size=6),","opts.GraphLink(source=""Java"", target=""Data Warehouse""),"
187,Java,Linux,Directed,8,"opts.GraphNode(name=""Linux"",symbol_size=8),","opts.GraphLink(source=""Java"", target=""Linux""),"
188,Java,AI,Directed,6,"opts.GraphNode(name=""AI"",symbol_size=6),","opts.GraphLink(source=""Java"", target=""AI""),"
190,Java,Azure,Directed,8,"opts.GraphNode(name=""Azure"",symbol_size=8),","opts.GraphLink(source=""Java"", target=""Azure""),"
191,Java,Microsoft Office,Directed,4,"opts.GraphNode(name=""Microsoft Office"",symbol_size=4),","opts.GraphLink(source=""Java"", target=""Microsoft Office""),"
192,Java,Git,Directed,6,"opts.GraphNode(name=""Git"",symbol_size=6),","opts.GraphLink(source=""Java"", target=""Git""),"
193,Java,Excel,Directed,60,"opts.GraphNode(name=""Excel"",symbol_size=60),","opts.GraphLink(source=""Java"", target=""Excel""),"
194,Java,JavaScript,Directed,36,"opts.GraphNode(name=""JavaScript"",symbol_size=36),","opts.GraphLink(source=""Java"", target=""JavaScript""),"
195,Java,HBase,Directed,2,"opts.GraphNode(name=""HBase"",symbol_size=2),","opts.GraphLink(source=""Java"", target=""HBase""),"
196,Java,PostgreSQL,Directed,2,"opts.GraphNode(name=""PostgreSQL"",symbol_size=2),","opts.GraphLink(source=""Java"", target=""PostgreSQL""),"
197,Java,MySQL,Directed,8,"opts.GraphNode(name=""MySQL"",symbol_size=8),","opts.GraphLink(source=""Java"", target=""MySQL""),"
198,Java,Perl,Directed,10,"opts.GraphNode(name=""Perl"",symbol_size=10),","opts.GraphLink(source=""Java"", target=""Perl""),"
199,Tableau,Python,Directed,210,"opts.GraphNode(name=""Python"",symbol_size=210),","opts.GraphLink(source=""Tableau"", target=""Python""),"
200,Tableau,SQL,Directed,362,"opts.GraphNode(name=""SQL"",symbol_size=362),","opts.GraphLink(source=""Tableau"", target=""SQL""),"
201,Tableau,Machine Learning,Directed,8,"opts.GraphNode(name=""Machine Learning"",symbol_size=8),","opts.GraphLink(source=""Tableau"", target=""Machine Learning""),"
202,Tableau,R,Directed,448,"opts.GraphNode(name=""R"",symbol_size=448),","opts.GraphLink(source=""Tableau"", target=""R""),"
203,Tableau,Hadoop,Directed,22,"opts.GraphNode(name=""Hadoop"",symbol_size=22),","opts.GraphLink(source=""Tableau"", target=""Hadoop""),"
204,Tableau,Spark,Directed,10,"opts.GraphNode(name=""Spark"",symbol_size=10),","opts.GraphLink(source=""Tableau"", target=""Spark""),"
205,Tableau,Java,Directed,58,"opts.GraphNode(name=""Java"",symbol_size=58),","opts.GraphLink(source=""Tableau"", target=""Java""),"
206,Tableau,Tableau,Directed,476,"opts.GraphNode(name=""Tableau"",symbol_size=476),","opts.GraphLink(source=""Tableau"", target=""Tableau""),"
207,Tableau,Hive,Directed,8,"opts.GraphNode(name=""Hive"",symbol_size=8),","opts.GraphLink(source=""Tableau"", target=""Hive""),"
208,Tableau,SAS,Directed,82,"opts.GraphNode(name=""SAS"",symbol_size=82),","opts.GraphLink(source=""Tableau"", target=""SAS""),"
209,Tableau,Big Data,Directed,10,"opts.GraphNode(name=""Big Data"",symbol_size=10),","opts.GraphLink(source=""Tableau"", target=""Big Data""),"
210,Tableau,AWS,Directed,30,"opts.GraphNode(name=""AWS"",symbol_size=30),","opts.GraphLink(source=""Tableau"", target=""AWS""),"
211,Tableau,Scala,Directed,4,"opts.GraphNode(name=""Scala"",symbol_size=4),","opts.GraphLink(source=""Tableau"", target=""Scala""),"
212,Tableau,NoSQL,Directed,6,"opts.GraphNode(name=""NoSQL"",symbol_size=6),","opts.GraphLink(source=""Tableau"", target=""NoSQL""),"
213,Tableau,Natural Language Processing,Directed,2,"opts.GraphNode(name=""Natural Language Processing"",symbol_size=2),","opts.GraphLink(source=""Tableau"", target=""Natural Language Processing""),"
214,Tableau,Oracle,Directed,50,"opts.GraphNode(name=""Oracle"",symbol_size=50),","opts.GraphLink(source=""Tableau"", target=""Oracle""),"
215,Tableau,Data Warehouse,Directed,16,"opts.GraphNode(name=""Data Warehouse"",symbol_size=16),","opts.GraphLink(source=""Tableau"", target=""Data Warehouse""),"
216,Tableau,Linux,Directed,16,"opts.GraphNode(name=""Linux"",symbol_size=16),","opts.GraphLink(source=""Tableau"", target=""Linux""),"
217,Tableau,AI,Directed,34,"opts.GraphNode(name=""AI"",symbol_size=34),","opts.GraphLink(source=""Tableau"", target=""AI""),"
218,Tableau,Microsoft SQL Server,Directed,10,"opts.GraphNode(name=""Microsoft SQL Server"",symbol_size=10),","opts.GraphLink(source=""Tableau"", target=""Microsoft SQL Server""),"
219,Tableau,Kafka,Directed,2,"opts.GraphNode(name=""Kafka"",symbol_size=2),","opts.GraphLink(source=""Tableau"", target=""Kafka""),"
221,Tableau,Azure,Directed,8,"opts.GraphNode(name=""Azure"",symbol_size=8),","opts.GraphLink(source=""Tableau"", target=""Azure""),"
222,Tableau,MATLAB,Directed,2,"opts.GraphNode(name=""MATLAB"",symbol_size=2),","opts.GraphLink(source=""Tableau"", target=""MATLAB""),"
223,Tableau,Microsoft Office,Directed,52,"opts.GraphNode(name=""Microsoft Office"",symbol_size=52),","opts.GraphLink(source=""Tableau"", target=""Microsoft Office""),"
224,Tableau,Scripting,Directed,4,"opts.GraphNode(name=""Scripting"",symbol_size=4),","opts.GraphLink(source=""Tableau"", target=""Scripting""),"
225,Tableau,Git,Directed,2,"opts.GraphNode(name=""Git"",symbol_size=2),","opts.GraphLink(source=""Tableau"", target=""Git""),"
226,Tableau,Excel,Directed,358,"opts.GraphNode(name=""Excel"",symbol_size=358),","opts.GraphLink(source=""Tableau"", target=""Excel""),"
227,Tableau,JavaScript,Directed,22,"opts.GraphNode(name=""JavaScript"",symbol_size=22),","opts.GraphLink(source=""Tableau"", target=""JavaScript""),"
228,Tableau,HBase,Directed,2,"opts.GraphNode(name=""HBase"",symbol_size=2),","opts.GraphLink(source=""Tableau"", target=""HBase""),"
229,Tableau,PostgreSQL,Directed,6,"opts.GraphNode(name=""PostgreSQL"",symbol_size=6),","opts.GraphLink(source=""Tableau"", target=""PostgreSQL""),"
230,Tableau,MySQL,Directed,20,"opts.GraphNode(name=""MySQL"",symbol_size=20),","opts.GraphLink(source=""Tableau"", target=""MySQL""),"
231,Tableau,Perl,Directed,8,"opts.GraphNode(name=""Perl"",symbol_size=8),","opts.GraphLink(source=""Tableau"", target=""Perl""),"
232,Hive,Python,Directed,12,"opts.GraphNode(name=""Python"",symbol_size=12),","opts.GraphLink(source=""Hive"", target=""Python""),"
233,Hive,SQL,Directed,14,"opts.GraphNode(name=""SQL"",symbol_size=14),","opts.GraphLink(source=""Hive"", target=""SQL""),"
234,Hive,R,Directed,14,"opts.GraphNode(name=""R"",symbol_size=14),","opts.GraphLink(source=""Hive"", target=""R""),"
235,Hive,Hadoop,Directed,10,"opts.GraphNode(name=""Hadoop"",symbol_size=10),","opts.GraphLink(source=""Hive"", target=""Hadoop""),"
236,Hive,Spark,Directed,4,"opts.GraphNode(name=""Spark"",symbol_size=4),","opts.GraphLink(source=""Hive"", target=""Spark""),"
237,Hive,Tableau,Directed,8,"opts.GraphNode(name=""Tableau"",symbol_size=8),","opts.GraphLink(source=""Hive"", target=""Tableau""),"
238,Hive,Hive,Directed,14,"opts.GraphNode(name=""Hive"",symbol_size=14),","opts.GraphLink(source=""Hive"", target=""Hive""),"
239,Hive,SAS,Directed,4,"opts.GraphNode(name=""SAS"",symbol_size=4),","opts.GraphLink(source=""Hive"", target=""SAS""),"
240,Hive,Big Data,Directed,2,"opts.GraphNode(name=""Big Data"",symbol_size=2),","opts.GraphLink(source=""Hive"", target=""Big Data""),"
241,Hive,AWS,Directed,2,"opts.GraphNode(name=""AWS"",symbol_size=2),","opts.GraphLink(source=""Hive"", target=""AWS""),"
242,Hive,NoSQL,Directed,2,"opts.GraphNode(name=""NoSQL"",symbol_size=2),","opts.GraphLink(source=""Hive"", target=""NoSQL""),"
243,Hive,Data Warehouse,Directed,2,"opts.GraphNode(name=""Data Warehouse"",symbol_size=2),","opts.GraphLink(source=""Hive"", target=""Data Warehouse""),"
244,Hive,Linux,Directed,2,"opts.GraphNode(name=""Linux"",symbol_size=2),","opts.GraphLink(source=""Hive"", target=""Linux""),"
245,Hive,Kafka,Directed,2,"opts.GraphNode(name=""Kafka"",symbol_size=2),","opts.GraphLink(source=""Hive"", target=""Kafka""),"
246,Hive,Excel,Directed,6,"opts.GraphNode(name=""Excel"",symbol_size=6),","opts.GraphLink(source=""Hive"", target=""Excel""),"
247,SAS,Python,Directed,80,"opts.GraphNode(name=""Python"",symbol_size=80),","opts.GraphLink(source=""SAS"", target=""Python""),"
248,SAS,SQL,Directed,162,"opts.GraphNode(name=""SQL"",symbol_size=162),","opts.GraphLink(source=""SAS"", target=""SQL""),"
249,SAS,Machine Learning,Directed,8,"opts.GraphNode(name=""Machine Learning"",symbol_size=8),","opts.GraphLink(source=""SAS"", target=""Machine Learning""),"
250,SAS,R,Directed,184,"opts.GraphNode(name=""R"",symbol_size=184),","opts.GraphLink(source=""SAS"", target=""R""),"
251,SAS,Hadoop,Directed,10,"opts.GraphNode(name=""Hadoop"",symbol_size=10),","opts.GraphLink(source=""SAS"", target=""Hadoop""),"
252,SAS,Spark,Directed,10,"opts.GraphNode(name=""Spark"",symbol_size=10),","opts.GraphLink(source=""SAS"", target=""Spark""),"
253,SAS,Java,Directed,20,"opts.GraphNode(name=""Java"",symbol_size=20),","opts.GraphLink(source=""SAS"", target=""Java""),"
254,SAS,Tableau,Directed,82,"opts.GraphNode(name=""Tableau"",symbol_size=82),","opts.GraphLink(source=""SAS"", target=""Tableau""),"
255,SAS,Hive,Directed,4,"opts.GraphNode(name=""Hive"",symbol_size=4),","opts.GraphLink(source=""SAS"", target=""Hive""),"
256,SAS,SAS,Directed,190,"opts.GraphNode(name=""SAS"",symbol_size=190),","opts.GraphLink(source=""SAS"", target=""SAS""),"
257,SAS,Big Data,Directed,2,"opts.GraphNode(name=""Big Data"",symbol_size=2),","opts.GraphLink(source=""SAS"", target=""Big Data""),"
258,SAS,AWS,Directed,10,"opts.GraphNode(name=""AWS"",symbol_size=10),","opts.GraphLink(source=""SAS"", target=""AWS""),"
259,SAS,Scala,Directed,8,"opts.GraphNode(name=""Scala"",symbol_size=8),","opts.GraphLink(source=""SAS"", target=""Scala""),"
260,SAS,NoSQL,Directed,2,"opts.GraphNode(name=""NoSQL"",symbol_size=2),","opts.GraphLink(source=""SAS"", target=""NoSQL""),"
261,SAS,Oracle,Directed,16,"opts.GraphNode(name=""Oracle"",symbol_size=16),","opts.GraphLink(source=""SAS"", target=""Oracle""),"
262,SAS,Data Warehouse,Directed,2,"opts.GraphNode(name=""Data Warehouse"",symbol_size=2),","opts.GraphLink(source=""SAS"", target=""Data Warehouse""),"
263,SAS,Linux,Directed,2,"opts.GraphNode(name=""Linux"",symbol_size=2),","opts.GraphLink(source=""SAS"", target=""Linux""),"
264,SAS,AI,Directed,18,"opts.GraphNode(name=""AI"",symbol_size=18),","opts.GraphLink(source=""SAS"", target=""AI""),"
265,SAS,Microsoft SQL Server,Directed,2,"opts.GraphNode(name=""Microsoft SQL Server"",symbol_size=2),","opts.GraphLink(source=""SAS"", target=""Microsoft SQL Server""),"
266,SAS,TensorFlow,Directed,2,"opts.GraphNode(name=""TensorFlow"",symbol_size=2),","opts.GraphLink(source=""SAS"", target=""TensorFlow""),"
267,SAS,MATLAB,Directed,12,"opts.GraphNode(name=""MATLAB"",symbol_size=12),","opts.GraphLink(source=""SAS"", target=""MATLAB""),"
268,SAS,Microsoft Office,Directed,26,"opts.GraphNode(name=""Microsoft Office"",symbol_size=26),","opts.GraphLink(source=""SAS"", target=""Microsoft Office""),"
269,SAS,Scripting,Directed,6,"opts.GraphNode(name=""Scripting"",symbol_size=6),","opts.GraphLink(source=""SAS"", target=""Scripting""),"
270,SAS,Excel,Directed,134,"opts.GraphNode(name=""Excel"",symbol_size=134),","opts.GraphLink(source=""SAS"", target=""Excel""),"
271,SAS,JavaScript,Directed,6,"opts.GraphNode(name=""JavaScript"",symbol_size=6),","opts.GraphLink(source=""SAS"", target=""JavaScript""),"
272,SAS,PostgreSQL,Directed,2,"opts.GraphNode(name=""PostgreSQL"",symbol_size=2),","opts.GraphLink(source=""SAS"", target=""PostgreSQL""),"
273,SAS,MySQL,Directed,6,"opts.GraphNode(name=""MySQL"",symbol_size=6),","opts.GraphLink(source=""SAS"", target=""MySQL""),"
274,SAS,Perl,Directed,2,"opts.GraphNode(name=""Perl"",symbol_size=2),","opts.GraphLink(source=""SAS"", target=""Perl""),"
275,Big Data,Python,Directed,12,"opts.GraphNode(name=""Python"",symbol_size=12),","opts.GraphLink(source=""Big Data"", target=""Python""),"
276,Big Data,SQL,Directed,16,"opts.GraphNode(name=""SQL"",symbol_size=16),","opts.GraphLink(source=""Big Data"", target=""SQL""),"
277,Big Data,Machine Learning,Directed,4,"opts.GraphNode(name=""Machine Learning"",symbol_size=4),","opts.GraphLink(source=""Big Data"", target=""Machine Learning""),"
278,Big Data,R,Directed,22,"opts.GraphNode(name=""R"",symbol_size=22),","opts.GraphLink(source=""Big Data"", target=""R""),"
279,Big Data,Hadoop,Directed,6,"opts.GraphNode(name=""Hadoop"",symbol_size=6),","opts.GraphLink(source=""Big Data"", target=""Hadoop""),"
280,Big Data,Spark,Directed,8,"opts.GraphNode(name=""Spark"",symbol_size=8),","opts.GraphLink(source=""Big Data"", target=""Spark""),"
281,Big Data,Java,Directed,10,"opts.GraphNode(name=""Java"",symbol_size=10),","opts.GraphLink(source=""Big Data"", target=""Java""),"
282,Big Data,Tableau,Directed,10,"opts.GraphNode(name=""Tableau"",symbol_size=10),","opts.GraphLink(source=""Big Data"", target=""Tableau""),"
283,Big Data,Hive,Directed,2,"opts.GraphNode(name=""Hive"",symbol_size=2),","opts.GraphLink(source=""Big Data"", target=""Hive""),"
284,Big Data,SAS,Directed,2,"opts.GraphNode(name=""SAS"",symbol_size=2),","opts.GraphLink(source=""Big Data"", target=""SAS""),"
285,Big Data,Big Data,Directed,26,"opts.GraphNode(name=""Big Data"",symbol_size=26),","opts.GraphLink(source=""Big Data"", target=""Big Data""),"
286,Big Data,AWS,Directed,4,"opts.GraphNode(name=""AWS"",symbol_size=4),","opts.GraphLink(source=""Big Data"", target=""AWS""),"
287,Big Data,Scala,Directed,4,"opts.GraphNode(name=""Scala"",symbol_size=4),","opts.GraphLink(source=""Big Data"", target=""Scala""),"
288,Big Data,NoSQL,Directed,2,"opts.GraphNode(name=""NoSQL"",symbol_size=2),","opts.GraphLink(source=""Big Data"", target=""NoSQL""),"
289,Big Data,Oracle,Directed,6,"opts.GraphNode(name=""Oracle"",symbol_size=6),","opts.GraphLink(source=""Big Data"", target=""Oracle""),"
290,Big Data,Data Warehouse,Directed,4,"opts.GraphNode(name=""Data Warehouse"",symbol_size=4),","opts.GraphLink(source=""Big Data"", target=""Data Warehouse""),"
291,Big Data,Linux,Directed,6,"opts.GraphNode(name=""Linux"",symbol_size=6),","opts.GraphLink(source=""Big Data"", target=""Linux""),"
292,Big Data,AI,Directed,4,"opts.GraphNode(name=""AI"",symbol_size=4),","opts.GraphLink(source=""Big Data"", target=""AI""),"
294,Big Data,Azure,Directed,8,"opts.GraphNode(name=""Azure"",symbol_size=8),","opts.GraphLink(source=""Big Data"", target=""Azure""),"
295,Big Data,MATLAB,Directed,2,"opts.GraphNode(name=""MATLAB"",symbol_size=2),","opts.GraphLink(source=""Big Data"", target=""MATLAB""),"
296,Big Data,Excel,Directed,8,"opts.GraphNode(name=""Excel"",symbol_size=8),","opts.GraphLink(source=""Big Data"", target=""Excel""),"
297,Big Data,JavaScript,Directed,4,"opts.GraphNode(name=""JavaScript"",symbol_size=4),","opts.GraphLink(source=""Big Data"", target=""JavaScript""),"
298,Big Data,MySQL,Directed,2,"opts.GraphNode(name=""MySQL"",symbol_size=2),","opts.GraphLink(source=""Big Data"", target=""MySQL""),"
299,AWS,Python,Directed,38,"opts.GraphNode(name=""Python"",symbol_size=38),","opts.GraphLink(source=""AWS"", target=""Python""),"
300,AWS,SQL,Directed,42,"opts.GraphNode(name=""SQL"",symbol_size=42),","opts.GraphLink(source=""AWS"", target=""SQL""),"
301,AWS,Machine Learning,Directed,4,"opts.GraphNode(name=""Machine Learning"",symbol_size=4),","opts.GraphLink(source=""AWS"", target=""Machine Learning""),"
302,AWS,R,Directed,50,"opts.GraphNode(name=""R"",symbol_size=50),","opts.GraphLink(source=""AWS"", target=""R""),"
303,AWS,Hadoop,Directed,2,"opts.GraphNode(name=""Hadoop"",symbol_size=2),","opts.GraphLink(source=""AWS"", target=""Hadoop""),"
304,AWS,Spark,Directed,14,"opts.GraphNode(name=""Spark"",symbol_size=14),","opts.GraphLink(source=""AWS"", target=""Spark""),"
305,AWS,Java,Directed,8,"opts.GraphNode(name=""Java"",symbol_size=8),","opts.GraphLink(source=""AWS"", target=""Java""),"
306,AWS,Tableau,Directed,30,"opts.GraphNode(name=""Tableau"",symbol_size=30),","opts.GraphLink(source=""AWS"", target=""Tableau""),"
307,AWS,Hive,Directed,2,"opts.GraphNode(name=""Hive"",symbol_size=2),","opts.GraphLink(source=""AWS"", target=""Hive""),"
308,AWS,SAS,Directed,10,"opts.GraphNode(name=""SAS"",symbol_size=10),","opts.GraphLink(source=""AWS"", target=""SAS""),"
309,AWS,Big Data,Directed,4,"opts.GraphNode(name=""Big Data"",symbol_size=4),","opts.GraphLink(source=""AWS"", target=""Big Data""),"
310,AWS,AWS,Directed,50,"opts.GraphNode(name=""AWS"",symbol_size=50),","opts.GraphLink(source=""AWS"", target=""AWS""),"
311,AWS,Scala,Directed,2,"opts.GraphNode(name=""Scala"",symbol_size=2),","opts.GraphLink(source=""AWS"", target=""Scala""),"
312,AWS,NoSQL,Directed,2,"opts.GraphNode(name=""NoSQL"",symbol_size=2),","opts.GraphLink(source=""AWS"", target=""NoSQL""),"
313,AWS,Natural Language Processing,Directed,2,"opts.GraphNode(name=""Natural Language Processing"",symbol_size=2),","opts.GraphLink(source=""AWS"", target=""Natural Language Processing""),"
314,AWS,Oracle,Directed,2,"opts.GraphNode(name=""Oracle"",symbol_size=2),","opts.GraphLink(source=""AWS"", target=""Oracle""),"
315,AWS,Data Warehouse,Directed,2,"opts.GraphNode(name=""Data Warehouse"",symbol_size=2),","opts.GraphLink(source=""AWS"", target=""Data Warehouse""),"
316,AWS,Linux,Directed,4,"opts.GraphNode(name=""Linux"",symbol_size=4),","opts.GraphLink(source=""AWS"", target=""Linux""),"
317,AWS,AI,Directed,6,"opts.GraphNode(name=""AI"",symbol_size=6),","opts.GraphLink(source=""AWS"", target=""AI""),"
319,AWS,Azure,Directed,6,"opts.GraphNode(name=""Azure"",symbol_size=6),","opts.GraphLink(source=""AWS"", target=""Azure""),"
320,AWS,Excel,Directed,20,"opts.GraphNode(name=""Excel"",symbol_size=20),","opts.GraphLink(source=""AWS"", target=""Excel""),"
321,AWS,HBase,Directed,2,"opts.GraphNode(name=""HBase"",symbol_size=2),","opts.GraphLink(source=""AWS"", target=""HBase""),"
322,AWS,PostgreSQL,Directed,2,"opts.GraphNode(name=""PostgreSQL"",symbol_size=2),","opts.GraphLink(source=""AWS"", target=""PostgreSQL""),"
323,AWS,MySQL,Directed,4,"opts.GraphNode(name=""MySQL"",symbol_size=4),","opts.GraphLink(source=""AWS"", target=""MySQL""),"
324,AWS,Perl,Directed,2,"opts.GraphNode(name=""Perl"",symbol_size=2),","opts.GraphLink(source=""AWS"", target=""Perl""),"
325,Scala,Python,Directed,16,"opts.GraphNode(name=""Python"",symbol_size=16),","opts.GraphLink(source=""Scala"", target=""Python""),"
326,Scala,SQL,Directed,12,"opts.GraphNode(name=""SQL"",symbol_size=12),","opts.GraphLink(source=""Scala"", target=""SQL""),"
327,Scala,Machine Learning,Directed,6,"opts.GraphNode(name=""Machine Learning"",symbol_size=6),","opts.GraphLink(source=""Scala"", target=""Machine Learning""),"
328,Scala,R,Directed,14,"opts.GraphNode(name=""R"",symbol_size=14),","opts.GraphLink(source=""Scala"", target=""R""),"
329,Scala,Hadoop,Directed,2,"opts.GraphNode(name=""Hadoop"",symbol_size=2),","opts.GraphLink(source=""Scala"", target=""Hadoop""),"
330,Scala,Spark,Directed,8,"opts.GraphNode(name=""Spark"",symbol_size=8),","opts.GraphLink(source=""Scala"", target=""Spark""),"
331,Scala,Java,Directed,6,"opts.GraphNode(name=""Java"",symbol_size=6),","opts.GraphLink(source=""Scala"", target=""Java""),"
332,Scala,Tableau,Directed,4,"opts.GraphNode(name=""Tableau"",symbol_size=4),","opts.GraphLink(source=""Scala"", target=""Tableau""),"
333,Scala,SAS,Directed,8,"opts.GraphNode(name=""SAS"",symbol_size=8),","opts.GraphLink(source=""Scala"", target=""SAS""),"
334,Scala,Big Data,Directed,4,"opts.GraphNode(name=""Big Data"",symbol_size=4),","opts.GraphLink(source=""Scala"", target=""Big Data""),"
335,Scala,AWS,Directed,2,"opts.GraphNode(name=""AWS"",symbol_size=2),","opts.GraphLink(source=""Scala"", target=""AWS""),"
336,Scala,Scala,Directed,16,"opts.GraphNode(name=""Scala"",symbol_size=16),","opts.GraphLink(source=""Scala"", target=""Scala""),"
337,Scala,NoSQL,Directed,2,"opts.GraphNode(name=""NoSQL"",symbol_size=2),","opts.GraphLink(source=""Scala"", target=""NoSQL""),"
338,Scala,Oracle,Directed,2,"opts.GraphNode(name=""Oracle"",symbol_size=2),","opts.GraphLink(source=""Scala"", target=""Oracle""),"
339,Scala,Azure,Directed,4,"opts.GraphNode(name=""Azure"",symbol_size=4),","opts.GraphLink(source=""Scala"", target=""Azure""),"
340,Scala,MATLAB,Directed,4,"opts.GraphNode(name=""MATLAB"",symbol_size=4),","opts.GraphLink(source=""Scala"", target=""MATLAB""),"
341,Scala,Excel,Directed,2,"opts.GraphNode(name=""Excel"",symbol_size=2),","opts.GraphLink(source=""Scala"", target=""Excel""),"
